time_m,excess_return_2,excess_return_3,excess_return_4,excess_return_5,average_excess_return,risk_free_rate,forward_1_2,forward_2_3,forward_3_4,forward_4_5
1989-01,0.00853184595150333,0.01514764973816847,0.02139850874784803,0.024027034995625515,0.017276259858286337,0.0888280586519536,0.08928766174635562,0.08780860125950443,0.08911656464591666,0.08662466570197386
1989-02,0.01218195145177274,0.019170746413963463,0.02884248750371582,0.03002153754878764,0.022554180729559916,0.09353863267627807,0.09267721113931116,0.09130127489805054,0.09288336217277854,0.0876161217354684
1989-03,0.0112208235683912,0.01815218991717013,0.021222703109043978,0.026686588841779962,0.019320576359096318,0.09594816194090836,0.093636648014427,0.09436665078999004,0.0899503264919283,0.09068791241545793
1989-04,0.005672253906599645,0.005007138435732514,0.0029316941789496592,-0.0019547616910320503,0.002914081207562442,0.09099490053086885,0.09104316315819756,0.08918145404087366,0.08800437919032733,0.08582098596681514
1989-05,0.0032354296987832515,0.004519816775156962,0.005151222924132823,0.0011860702116481686,0.0035231349024303013,0.0876504375506948,0.08444446262794027,0.08598400662141967,0.08513080031385167,0.08408977450950927
1989-06,-0.0025364810851281894,-0.004735322352204793,-0.011079160054131357,-0.013054908459247491,-0.007851467987677958,0.0809602780844421,0.07671509060145092,0.07986515120628102,0.07694319830981813,0.08267116595789864
1989-07,-0.005453595760896782,-0.007163491159859911,-0.01435193438555353,-0.02212341433008448,-0.012273108909098676,0.07597823399925487,0.07122544281548375,0.07656033451472025,0.07371736618917976,0.07420258253746781
1989-08,0.0073957736973706695,0.006397715450498331,0.0021308053826218087,-0.007646672715524161,0.002069405453741662,0.0811263898631962,0.08338723346126711,0.08112149529298962,0.08124265156054142,0.07978765319155279
1989-09,0.00696331165186391,0.00858152611338582,0.005947435432810025,-0.002132322987668925,0.004839987552597708,0.08286215291630374,0.0832154116554495,0.08314408622161759,0.0815274545111106,0.0808730552478984
1989-10,0.0014969992316347241,0.0036760942144694886,-0.0006691599383805424,-0.010562168296153085,-0.0015145586971073537,0.07746010673670178,0.07604964373963968,0.07966640112109552,0.07758860716754168,0.07727421801676532
1989-11,0.001696432217311833,0.005003480680987271,0.004116598164488894,-0.002907654931882414,0.001977214032726396,0.07668523772081234,0.074818745251749,0.07767505596019225,0.07832713683675363,0.07672824146564006
1989-12,0.007948968561604652,0.015052233619803984,0.014829523272685857,0.011652864107268263,0.012370897390340689,0.07799141960874009,0.07713210730329018,0.07920039342860205,0.07790602238356015,0.07619787216509927
1990-01,0.015105917123640192,0.025848809936603975,0.032994820899199515,0.03406572614768556,0.02700381852678231,0.08075581579485229,0.08119279747283929,0.0828657056362371,0.08399613945419637,0.08362177429086215
1990-02,0.019344973917740343,0.029641358055172387,0.03901504332618912,0.040238888085995225,0.03206006584627427,0.08049525968753841,0.08431247993585982,0.08321162108302618,0.08643707169039658,0.0843888099390302
1990-03,0.023217096282773728,0.034272835602064275,0.04190855961806171,0.042267154295716966,0.03541641144965417,0.0824158244460358,0.08743528444121111,0.08687981330005445,0.08522402668272194,0.08495378324735015
1990-04,0.02783560258721747,0.04622661614170591,0.05876760183663106,0.06187968310587742,0.048677375917857965,0.08537090925159792,0.08984656951174079,0.09007982344711019,0.09070744183679685,0.08770356888143216
1990-05,0.02230465482390656,0.0343002254946391,0.04572337811814067,0.04494397688474858,0.03681805883035873,0.08120903292915702,0.08469961954504596,0.08449939416487581,0.08805492722199393,0.08584323122619186
1990-06,0.01841682870864246,0.02773198196940581,0.03054573358911465,0.02689941665808314,0.025898490231311515,0.0792515716865791,0.08206399247335762,0.0832870360117447,0.08464691436301477,0.08461122003115745
1990-07,0.016516884653616726,0.02538608874520565,0.028070450090624866,0.024465451661718707,0.023609718787791487,0.07667903857638053,0.07827022991368338,0.08090580941487338,0.08197406248199876,0.08407021805436005
1990-08,0.025368913131476253,0.041258617510787285,0.05728339477878765,0.06279454781204473,0.04667636830827398,0.07599145976389644,0.08211955353986196,0.08550956162841794,0.08956513128969876,0.08967954730060262
1990-09,0.027672709002091234,0.04702682431939868,0.06496086271401863,0.07457583925251413,0.05355905882200567,0.0762521000035856,0.08152587176009568,0.0841615451916864,0.08895281366837735,0.08891881399403456
1990-10,0.025950478021620912,0.04733707238976774,0.06426696589183935,0.0727408533527767,0.052573842414001176,0.07455264450800496,0.07748730613826076,0.08193386132039171,0.08716722637453786,0.08707329570627603
1990-11,0.026213193352139036,0.0461886736815519,0.06326144543509635,0.06572141024572364,0.05034618067862773,0.07312231303443717,0.07436800749651681,0.07921401935325201,0.08375249456201136,0.08291869269652086
1990-12,0.030269136836344274,0.05549652404394827,0.07430316284152108,0.0820030394367022,0.06051796578962896,0.06918313874168552,0.07209712837040272,0.07812873273067827,0.07937453133051686,0.08379379520996005
1991-01,0.02885244686845262,0.04804432439762271,0.058923988828407936,0.060221101578280284,0.04901046541819089,0.0660868803491991,0.07212281282327332,0.07685012849160083,0.0825508690423761,0.07872512473096394
1991-02,0.029023876674934238,0.04510237432651601,0.058414856683786084,0.0585016848646359,0.047760698137468055,0.06496750601811947,0.07291523694559414,0.07706338641937985,0.08316496517922409,0.08038745391129493
1991-03,0.029730996875405508,0.042148247327876115,0.050675303134335575,0.0531101412173704,0.0439161721387469,0.06421818815843738,0.0758240739807639,0.0775883026667245,0.08459518856969489,0.08472498153406094
1991-04,0.027929450952069085,0.04204656606125885,0.052639423862989865,0.05106729812164432,0.043420684749490526,0.06201096692452332,0.07168880989262175,0.0781664561418717,0.0845914876121858,0.0810855971099691
1991-05,0.02993172046549724,0.04540004919806919,0.061413374487778165,0.06595181038250417,0.05067423863346219,0.0623949647211394,0.07250382349414328,0.07663177459849235,0.08662263245958396,0.08288393482058704
1991-06,0.033337221555295365,0.05982629177110048,0.08046915371061839,0.09026258876604298,0.0659738139507643,0.06364716376471516,0.07397188275098135,0.08183316274330593,0.08825753696218896,0.08583978819186372
1991-07,0.0363374201645767,0.06422402114417936,0.08895379940185466,0.10131085960471914,0.07270652507883246,0.06175334526006666,0.07203660532328446,0.07928970113657954,0.0876752164832662,0.08489363175872622
1991-08,0.035261839455827435,0.060982478196980605,0.08507074369622944,0.0949033683826867,0.06905460743293104,0.056750640408385705,0.06961985724910691,0.0735403540216984,0.08416839426734554,0.08117841747921517
1991-09,0.03375590732656774,0.06034260701255851,0.08314013848891297,0.09046137015264033,0.06692500574516988,0.053853162758004454,0.06480742987437893,0.0710187752737574,0.07930383745553907,0.0745235149479791
